,number,text,label
11287,11286.0, dino preaching truth right tell masses,NOT
11288,11287.0, concert goers gunned jacksonville mm ruger p nra blames OFFENSIVE control laws,NOT
11289,11288.0, amazing dems feel owe unborn generations keep illegals,OFF
11290,11289.0, need help packing,NOT
11291,11290.0, OFFENSIVE control OFFENSIVE reduce homicides OFFENSIVE rate dropped OFFENSIVE laws however rose enjoy bending knee people really give OFFENSIVE though,OFF
11292,11291.0, bull much g soros paying statements president country,NOT
11293,11292.0, biggest OFFENSIVE saying maga,NOT
11294,11293.0, OFFENSIVE OFFENSIVE government allowed make decision affects entire planet also would even enforce going bug every computer world,OFF
11295,11294.0, manny ottawa amature political hack nothing pc agenda never credible enough bench handle truth liberals weakest link joined pc party,NOT
11296,11295.0, conservatives really found OFFENSIVE side aisle crowded,NOT
11297,11296.0, feinstein OFFENSIVE control policies would deliver even school OFFENSIVE victims,NOT
11298,11297.0, hope ok finds peace provide happiness need,NOT
11299,11298.0, apparently twitter like ellison post screen capped anyways post elsewhere maga,NOT
11300,11299.0, know think ones surprised since think liberals want make OFFENSIVE ownership OFFENSIVE,OFF
11301,11300.0, well half right OFFENSIVE,OFF
11302,11301.0, olivia fine infact meeting today discuss approve new project replied honestly OFFENSIVE tilted head side frowned little curiosity listened phone call,NOT
11303,11302.0, warrior many gardens without country children garden,NOT
11304,11303.0, looks like jokes liberals forttrump poland boomingeconomy,NOT
11305,11304.0, homeoffice releases one OFFENSIVE week year march report prior choudary released home office document full link stream questions asked laughable maga mega mbga mbga conservatives muslims migrants,OFF
11306,11305.0, joke patrickmouratoglou blatantly used hand signals also cheated wife serena got caught went defensive manipulative entitled sideways story race gender equality cheating accountability,NOT
11307,11306.0, OFFENSIVE media using OFFENSIVE heros push OFFENSIVE control,OFF
11308,11307.0, antifa violent hide obviously support,OFF
11309,11308.0, discussing,NOT
11310,11309.0, prove little know history new post wep wars OFFENSIVE diplomacy enabled arms industry feeding taxpayers OFFENSIVE control last thing mind lied OFFENSIVE pay OFFENSIVE manufacturers,NOT
11311,11310.0, harris makes look ignorant daily maga without,OFF
11312,11311.0, bono fakir always sticking hand someone else buck may concerts tax evasion lecturing america OFFENSIVE never put money,OFF
11313,11312.0, would nice quoted complete answer right constitution guarantee right face accuser enemyofthepeople care pleases,NOT
11314,11313.0, conservatives longer conservatives think maxime bernier started new party follow original OFFENSIVE values,NOT
11315,11314.0, one mans evening another morning depending xd morning,NOT
11316,11315.0, afraid liberals screamed transparency potus screaming keep secret truth want seen liberals hypocrites amp alphabet agencies bad apples involved soft coup tick tock,OFF
11317,11316.0, nicely said daniel true,NOT
11318,11317.0, yeah kinda fashy thing right proud boys scumbags wear tshirts saying pinochet nothing wrong antifa ones violent please actual fascist every time brought experience like dude stopped,OFF
11319,11318.0, antifa anti fascist north korea democratic republic,NOT
11320,11319.0, might win another term ca liberals end,NOT
11321,11320.0, gee wonder thank trudeau butts telford OFFENSIVE ontario auto industry using trump derangement syndrome fed deranged msm try win next election zero seats liberals defund cbc,NOT
11322,11321.0, OFFENSIVE offered last year go,OFF
11323,11322.0, every one social media platforms arguing OFFENSIVE powers manipulate push agendas gain power OFFENSIVE know exactly ur saying im pretty OFFENSIVE guy ca stand racism discussions,OFF
11324,11323.0, anti OFFENSIVE wanted bring nfl bc used OFFENSIVE sports,NOT
11325,11324.0, still even really trying OFFENSIVE em wanna know everyone saying murdered mgk song terrible absolutely get preferring em gonna go successful artist know OFFENSIVE,OFF
11326,11325.0, chicago already thf strictest OFFENSIVE control laws country,OFF
11327,11326.0, yes,NOT
11328,11327.0, fake polls,NOT
11329,11328.0, brexiters prepared party country pay price gold want keep offshore tax havens individuals interests else would knowingly ruin nation people,NOT
11330,11329.0, nice list course OFFENSIVE control also favor freedom religion people believe whatever OFFENSIVE like need keep schools creationism place schools,NOT
11331,11330.0, recycling liars,OFF
11332,11331.0, term negative knowledge strikes knowledge sucked away information goes reverse away recipient,OFF
11333,11332.0, love wet liberals frightened us yet keen deal non democracy europe,OFF
11334,11333.0, OFFENSIVE rude,OFF
11335,11334.0, informed process takes business days transfer credit expired myki card active cards OFFENSIVE people use computers whatajoke,OFF
11336,11335.0, liberals gag,OFF
11337,11336.0, white man commits OFFENSIVE conservatives say mentally ill immigrant commits OFFENSIVE blame religion nationality smear entire nation people bigotry,NOT
11338,11337.0, educational system controlled liberals works enslave minds children chains mental enslavement must removed order save future great nation,OFF
11339,11338.0, happen know study qu ran using film,NOT
11340,11339.0, ashole gonna eat OFFENSIVE,OFF
11341,11340.0, using product years find actively twisting political landscape immense power action directly affected attempting damage personally like else,NOT
11342,11341.0, ddsl clubs reinvest money buy houses cars money make actually sure serious kids go every year lot money think ddsl reinvest,NOT
11343,11342.0, think ask means think talking passion talking destructive behaviors youth sports let expound jumping conclusions think insinuated passion though,NOT
11344,11343.0, radicalism like supporting socialism like antifa smashing windows rioting specific,NOT
11345,11344.0, well said remanics thick,NOT
11346,11345.0, OFFENSIVE left antifa victim culture genders hate speech act aggression free speech limited guns sanctuary cities OFFENSIVE rights open borders trump derangement syndrome voting party platform feelings facts,NOT
11347,11346.0, everyone knows political stunt gop going make justice kavanaugh midterm elections whether liberals like going happen need accept right still denial,NOT
11348,11347.0, ty j ca sit watch town destroyed liberals used sorts tactics try OFFENSIVE small mighty,NOT
11349,11348.0, beautiful inside outside loves thrill ride vib,NOT
11350,11349.0, learn truth confirmed lot acrimony later details case learned,NOT
11351,11350.0, conservatives think know everything,NOT
11352,11351.0, explains lot maga,NOT
11353,11352.0, forgot also president,NOT
11354,11353.0, honestly people seriously delusional good thing majority fans ottawa educated ppl like scary,OFF
11355,11354.0, still coverup bet anonymous writer op ed ny times sept th ny times sr adminstrator potus cud say since refused name writer stir OFFENSIVE within trump camp maga,OFF
11356,11355.0, eyes OFFENSIVE louder words,OFF
11357,11356.0, thursdaythoughts ever admit ways twitter censor conservatives seems highly unlikely annoying main feed limited OFFENSIVE OFFENSIVE bird ordering return top wont even let go back morning,OFF
11358,11357.0, active shooter middleton wi several ambulances stand waiting police clear building maga trumptrain keepamericagreat,NOT
11359,11358.0, yes correct get see either thankful longer office,NOT
11360,11359.0, oh yes gaddafi real saint least trump world ya know probably viable argument think,NOT
11361,11360.0, give better term cultist someone change view OFFENSIVE control defend bernie rather admit record awful,NOT
11362,11361.0, surprised know liberals sacrifice children altar virtue signaling,NOT
11363,11362.0, done needful sincerely going higher trusted proven integrity foremost best pretty kemi,NOT
11364,11363.0, realm imaginary quite powerful,NOT
11365,11364.0, shame tennis hierarchy stole serena proven draw racists upper echelons ca handle,OFF
11366,11365.0, nra supported OFFENSIVE control reagan governor california OFFENSIVE people began buying guns,NOT
11367,11366.0, yal OFFENSIVE people tell back cause like obsessed OFFENSIVE football games walks class literally everything knows exact dates numbers everything reasons competition cause OFFENSIVE,OFF
11368,11367.0, antonio believe vote family enough tell else help campaign state going drain life support something must done lunatic liberals OFFENSIVE ca,NOT
11369,11368.0, zarries start conversation larry shipper trash talked ship petty OFFENSIVE larries stay mention eh,OFF
11370,11369.0, tories labour ge conservatives conservatives sajidjavid productive discussions new pakistan foreign interior ministers islamabad today agreed improve cooperation anti OFFENSIVE amp counter terrorism v,NOT
11371,11370.0, antifa getting shot brings joy,NOT
11372,11371.0, astronauts used means ok bho photographed making sign means okay joke see libs would bite boy get video back apologize liberals insane liberalism mental disorder,NOT
11373,11372.0, relate completely arlene lol,NOT
11374,11373.0, totally follow whack job liberals unhinged dangerous thank,OFF
11375,11374.0, never would trust especially sold stuck two fingers people OFFENSIVE votelabour genow wearecorbyn unitedwestand,NOT
11376,11375.0, matter us gave nfl year ago,NOT
11377,11376.0, agreed great idea wish could also remove existence maga patriotsunited prolife proisrael weareq,OFF
11378,11377.0, guess wo sit shut missy major problem situation since none us word assume telling truth politics,NOT
11379,11378.0, super super generalised statement saying goes every economic meteric one biggest reasons irish OFFENSIVE gdp increased freedom movement feel taxpayers look nationalized banking debt first migrants,NOT
11380,11379.0, discussion friend works families verge eviction expecting increase coming months due days work money spent hurricane supplies thestruggleisreal,NOT
11381,11380.0, amount OFFENSIVE OFFENSIVE,OFF
11382,11381.0, possible california implemented strict OFFENSIVE control law enforcement fortunate enough get permit carry public OFFENSIVE weapons banned,OFF
11383,11382.0, maybe something little recent help,NOT
11384,11383.0, foot country sense feel happening ground except watching telegram twitter like watching football tv claiming understand players going physically sitting couch eating chips,NOT
11385,11384.0, least honest lmao,NOT
11386,11385.0, attractive ever seriously maga ets creepy taste rest us know attractive see plus great hair side isle,NOT
11387,11386.0, realize california strictest OFFENSIVE control nation right going ignore,NOT
11388,11387.0, never pope first place jesuit,NOT
11389,11388.0, many corrupt evil beings hold govt positions amd much clout w corrupt amp evil beings gvt positions amp majority point left w fake conservatives mix else hillary obama amp cronies still walking free,OFF
11390,11389.0, platform us,NOT
11391,11390.0, muppet lbs voter puerto rican decent doesnt take bs white liberals like,OFF
11392,11391.0, talking brett one trouble win make big move,NOT
11393,11392.0, worst creepy,NOT
11394,11393.0, love trump wanted something liberals democrats talk hearing,NOT
11395,11394.0, whenever ya reference wire going think exit stage left,NOT
11396,11395.0, real OFFENSIVE,OFF
11397,11396.0, trust OFFENSIVE palm hand jesusitrustinyou bless,NOT
11398,11397.0, agreed administration immigration adviser discouraging told bet miller king OFFENSIVE base dog whistle,NOT
11399,11398.0, like justin want conservatives plan even consider climate change using blatant misinformation lead people like believing trudeau fault negotiating OFFENSIVE sociopath south,OFF
11400,11399.0, year old gray white tabby cat orlando year old female gray white tabby accidentally left outside gone part family miss dearly please anyone information whereabouts feel free contact us,NOT
11401,11400.0, dude want deepstate documents kept secret maga lockthemup,NOT
11402,11401.0, incoming evil soy OFFENSIVE nuts,OFF
11403,11402.0, worried bottom line upsets,NOT
11404,11403.0, chris hall cbc liberals fall strategy hit brick wall named leona alleslev,NOT
11405,11404.0, creepy walkaway,NOT
11406,11405.0, really big impact since decided put yesterday maga,NOT
11407,11406.0, libdems deserve anger today conservatives corbyn,NOT
11408,11407.0, forgot tell slavery democrats conservatives,NOT
11409,11408.0, stop lying ahole fbi isnt involved cause theres nothingburger investigate liberals charade delay kavanaugh b confirmed ginsbergisnext,NOT
11410,11409.0, war conservatism antifa,NOT
11411,11410.0, crying,NOT
11412,11411.0, rugrats believe OFFENSIVE control,NOT
11413,11412.0, paid democrats like antifa paid clinton soros,NOT
11414,11413.0, disgraceful innocent proven guilty happen lying,OFF
11415,11414.0, got whatever problem strong enough overcome gets easier everyday,NOT
11416,11415.0, sweating knows screwed tick rock orange new orange,NOT
11417,11416.0, hope sarcastic acted like spoiled brat,NOT
11418,11417.0, liberals turned everything ring circus,NOT
11419,11418.0, greenie acted like spoiled elitist brat got point taken away deserved good enough win today mattered icon one admirable women ever seen sports bad day move newsworthy,OFF
11420,11419.0, ihmykgodoosj epitome beauty,NOT
11421,11420.0, would know OFFENSIVE control worked refuse try anything,OFF
11422,11421.0, everything said exactly need OFFENSIVE control saving lives nothing else matters saving lives people get bent shape second amendment right crying put feelings away coward put guns away coward OFFENSIVE coward,OFF
11423,11422.0, OFFENSIVE brewery hat,OFF
11424,11423.0, typically liberals jump conclusions dont believe due process innocent proven guilty anti OFFENSIVE bunch,OFF
11425,11424.0, care right left go back tv OFFENSIVE one tv star office good hollywoodisscum,OFF
11426,11425.0, angel,NOT
11427,11426.0, yes antifa,NOT
11428,11427.0, also ugly OFFENSIVE something anybody wants look lol,OFF
11429,11428.0, way prison,NOT
11430,11429.0, best facts,NOT
11431,11430.0, join ranks rimmyantifa,NOT
11432,11431.0, sale buy OFFENSIVE flag usa shopping sale org usa flag u shop maga americafirst trump pol qx,OFF
11433,11432.0, bruh times dropped kicked back wit feet caught aint g OFFENSIVE OFFENSIVE,OFF
11434,11433.0, even parody antifa page could deal OFFENSIVE,OFF
11435,11434.0, hate break OFFENSIVE control affect OFFENSIVE rates changes method facts hurt,NOT
11436,11435.0, inspiration us,NOT
11437,11436.0, sen tim kaine ecstatic basement boy son found niche working fbi OFFENSIVE op coordinating amp joining antifa OFFENSIVE organization,NOT
11438,11437.0, needs retire done,NOT
11439,11438.0, lmao saying happy someone publically mean magically stop feelings ever bf last time nobody saying stayed messiness immediately,NOT
11440,11439.0, hey great see people shaking hands hugging president trump hands meals people foxnews cnn theview maga abcnews cbsnews,NOT
11441,11440.0, gonna show difference OFFENSIVE amp air sam donald gemini unpredictable like air kahlili mack aries always gonna OFFENSIVE every snap ball every game whole game sam donald trash trash trash like donald trump,NOT
11442,11441.0, coolest,NOT
11443,11442.0, comes pain maga wwgwga,OFF
11444,11443.0, OFFENSIVE think little eddie,OFF
11445,11444.0, maga redwave baby,NOT
11446,11445.0, america grateful military husband OFFENSIVE battle field OFFENSIVE home fighting OFFENSIVE control stronger laws regarding mental illness police brutality educate issues,OFF
11447,11446.0, david stop mouthpiece anti OFFENSIVE people r nothing worm looking fame remember antifa blm OFFENSIVE left groups violent hurt people course agree,OFF
11448,11447.0, beign OFFENSIVE acct called grok everything sun person women OFFENSIVE OFFENSIVE antifa OFFENSIVE members grannies yes grannies haha etc pretty common OFFENSIVE gets busted start calling one busted hilarious names,OFF
11449,11448.0, tis funny assume left supporter antifa even though dislike nazis still ball washer though,OFF
11450,11449.0, know naming OFFENSIVE robot models,OFF
11451,11450.0, deport california knows trump supporters going every election vote OFFENSIVE hey hey OFFENSIVE OFFENSIVE OFFENSIVE aliens need go heyhey,NOT
11452,11451.0, week make clarence thomas confirmation hearings look civil agreeable tcot maga rednationrising,NOT
11453,11452.0, u OFFENSIVE,OFF
11454,11453.0, antichrist roman OFFENSIVE OFFENSIVE house demons,OFF
11455,11454.0, juan needs check completely control,OFF
11456,11455.0, funny OFFENSIVE,OFF
11457,11456.0, hmmmmm one anything maybe change pitchers every batter also genius maybe realize team peaked month ago,NOT
11458,11457.0, OFFENSIVE liberals move california build wall east border,OFF
11459,11458.0, conservatives pounce,NOT
11460,11459.0, democrats care anything undermine president trump people better realize serious getting rid vote red suffer liberals,OFF
11461,11460.0, leaving bb,NOT
11462,11461.0, said yesterday literally walking embalment,NOT
11463,11462.0, notified twitter last night tweets seen amp see many follower tweets also testifying last week senate qfd ban suddenly disappeared minute tweets steer towards politics nothing goes,NOT
11464,11463.0, car truck ramming attacks europe america OFFENSIVE control lobby,NOT
11465,11464.0, yelp lost confidence gave local staple good review hamburger OFFENSIVE grey swear OFFENSIVE grey,NOT
11466,11465.0, yeah loves pointing people rabid anti OFFENSIVE antifa loving faction supporters know give stern looks let real either wants minions disrupt enemies heckling making scene worse,NOT
11467,11466.0, yeah,NOT
11468,11467.0, lot people america serious concerns amount lying ilk,NOT
11469,11468.0, character assassinations survival technique liberals,NOT
11470,11469.0, st floor north tower example OFFENSIVE perpetrated red cross raised enormous amount money dispense need like woman,NOT
11471,11470.0, know strategy conservatives working,NOT
11472,11471.0, go antifa ppl like friggen milo buy conservatives like medicare OFFENSIVE going millennials antifa protests,OFF
11473,11472.0, liberals plans OFFENSIVE judeo OFFENSIVE culture replace w irrational science,NOT
11474,11473.0, got learn let go past living new millennium,NOT
11475,11474.0, kg already OFFENSIVE allowance coz eu workers lame OFFENSIVE proper OFFENSIVE take,OFF
11476,11475.0, maga trumpswarrior voteredtosaveamerica,NOT
11477,11476.0, cute,NOT
11478,11477.0, better rethink decision part,NOT
11479,11478.0, democrats getting everything deserve,NOT
11480,11479.0, sure hope remembers libs efforts shaft confirmed,NOT
11481,11480.0, ahhh left wing OFFENSIVE democrats,NOT
11482,11481.0, amazing love youuuu,NOT
11483,11482.0, OFFENSIVE would left already hates enough OFFENSIVE conservatives liked country comment OFFENSIVE,OFF
11484,11483.0, disgusting pedophile,OFF
11485,11484.0, follow maga patriots,OFF
11486,11485.0, must run different twitter circles every time posts ncaa maga OFFENSIVE comes woodwork support status quo,NOT
11487,11486.0, mean way liberals dems already taking away,NOT
11488,11487.0, best,NOT
11489,11488.0, seem like nice person maybe people got know could see worth cared,NOT
11490,11489.0, know whole lotta people spitting whole lot OFFENSIVE right idk youll ever see pray feel way responsible happened today already OFFENSIVE much know good great love,OFF
11491,11490.0, point guard whose assist turnover,NOT
11492,11491.0, maga patriot qanon walkaway wwgwga godsarmy thegreatawakening jesuslives catchtheredwave votered aboard trumptrain,NOT
11493,11492.0, fair points however facts still remain mr ramos job every referee umpire sport deserve called thief serena great let emotions get better embarrassed ms osaka game,NOT
11494,11493.0, cause taller always get excited see,NOT
11495,11494.0, works sports chose represent country country known playing sport achievements sport taking away haitian heritage using country represents sport,NOT
11496,11495.0, alt left none use logic make sense,NOT
11497,11496.0, prayer blessed someone know like also someone feels basic human rights worth protecting especially OFFENSIVE given right personal privacy,NOT
11498,11497.0, obama never laments OFFENSIVE chicago every week chicago old stomping ground ask draconian OFFENSIVE control laws working watch blame indiana,OFF
11499,11498.0, nazisarebad programs called nationalization education health care transportation major industries instituted vigorously enforced strict OFFENSIVE control regimen encouraged OFFENSIVE illegitimacy OFFENSIVE,OFF
11500,11499.0, stopbrexit peoplesvote need listen experts,NOT
11501,11500.0, tell eaten yet hangry,NOT
11502,11501.0, furries OFFENSIVE OFFENSIVE offer insult,OFF
11503,11502.0, think implying men give birth dare,NOT
11504,11503.0, let bretheren fool one republicans need decide going good people repunklicans need know kavanaugh going make ronaldgrump first dictator naziusa cannot happen,OFF
11505,11504.0, ok lang admin understand praying overcome whatever problems hardships right lord OFFENSIVE OFFENSIVE francisaglabtintulognalang,NOT
11506,11505.0, begin movement giving away farms mine claims connections took still relevant way show concern us standing another bitter polutician charity begins home baba,OFF
11507,11506.0, one kind,NOT
11508,11507.0, correct talk trees rocks great antifa cant give feedback people see OFFENSIVE demented antifa,NOT
11509,11508.0, likewise,NOT
11510,11509.0, frothing far goodest OFFENSIVE,OFF
11511,11510.0, noticed kavanaugh hasnt actually answered real question posed roe v wade OFFENSIVE control even civil rights,NOT
11512,11511.0, fair point didnt make meme couldnt take big gov sucks besudes meddling many counties politics economics funds antifa OFFENSIVE lives matter try divide people try tear country apart,OFF
11513,11512.0, make fun liberals come fake stories,NOT
11514,11513.0, hey remember storage bins recently found full supplies puerto rico never given ask mayor,NOT
11515,11514.0, signing briefs behalf special counsel mueller,NOT
11516,11515.0, keep texas red cruz maga campaign,NOT
11517,11516.0, would rather make jrm pm,NOT
11518,11517.0, vicious steps republicans defended advance hearings liberals response liar claim republicans defending feinstein info real women lie men honorable judge kavanaugh,OFF
11519,11518.0, google anti OFFENSIVE,NOT
11520,11519.0, begins lt lt lt lt unfair biased unjustified targeting conservatives massive censorship conservatives exercise gt gt gt gt praytheusa prayrevival,OFF
11521,11520.0, OFFENSIVE safety reform exactly mean mean OFFENSIVE control,NOT
11522,11521.0, respect much love youfe regarding youth culture thank loving people loved appreciated blessings multiplied u,NOT
11523,11522.0, reminder mark calendar vote november want potus chance maga trump,NOT
11524,11523.0, swear OFFENSIVE OFFENSIVE real man,OFF
11525,11524.0, signs sales zombie marketing sales retail style,NOT
11526,11525.0, nesn thinks favorite cy young nope,NOT
11527,11526.0, holy OFFENSIVE realize bad thanks posting,NOT
11528,11527.0, thank iron lilies beatiful pics harley davidson bikes looks like easy rider modified sportster,NOT
11529,11528.0, really michael moore rosie drag,NOT
11530,11529.0, casually OFFENSIVE,OFF
11531,11530.0, needs warm beer back college,NOT
11532,11531.0, yea revealing put come forward,NOT
11533,11532.0, confirm patriot,NOT
11534,11533.0, well sides except us conservatives still striving reasonable completely unreasonable opposition u get gravity OFFENSIVE OFFENSIVE moon lander rocket ca need star destroyer warp drive act like,NOT
11535,11534.0, bs still boycotting nfl,NOT
11536,11535.0, antifa ate homework,NOT
11537,11536.0, fake news,NOT
11538,11537.0, OFFENSIVE wants us OFFENSIVE put selfishness seek awesome depth eternal love humbling awe inspiring,NOT
11539,11538.0, sure point OFFENSIVE control nra agree selling OFFENSIVE still wanting people drink responsibly would able understand people industry makes good business sense,NOT
11540,11539.0, dog ate votered novoterfraud nocaliforniademocrats buildthewall nosanctuarycities nosafespaces nohomelesscitizen noamnesty nopelosi nowaters noharris nonewsom noschiff nolieu nofeinstien novoterfraud walkaway patriotsunited maga pardonmyfrench,NOT
11541,11540.0, democrats liberals dragged far long OFFENSIVE people tired confirm guy move convenient guy confirmed us supreme court justice someone accuses OFFENSIVE OFFENSIVE high school ridiculous,NOT
11542,11541.0, priceless get relive go trump,NOT
11543,11542.0, hmm would something like getting really high quality artists draw really boring cars like OFFENSIVE grand prix something,OFF
11544,11543.0, dare kappa,OFF
11545,11544.0, super cute hormone story hope well,NOT
11546,11545.0, cute girl crush since earlier year called funny want throw,OFF
11547,11546.0, OFFENSIVE control anti seen single ad attacking rhetoric create OFFENSIVE,OFF
11548,11547.0, theresa may today announce new longer term partnerships opened ambitious housing associations ground breaking billion initiative first time government offered housing associations long,NOT
11549,11548.0, yes yes fully aware fiiiiiine,NOT
11550,11549.0, congratulations google finally revealed OFFENSIVE controlled company become,NOT
11551,11550.0, boop police department freeze oh OFFENSIVE cute open boopboopboop,OFF
11552,11551.0, antifa sites collins awhile toosoon,NOT
11553,11552.0, could either liberals like shame anything suspect latter,OFF
11554,11553.0, also said gatlin OFFENSIVE niggas sit corner like boxers rounds,OFF
11555,11554.0, attention publicizing target list antifa twitter account list high profile names names random trump supporters please check list name report,NOT
11556,11555.0, tear laughing hard every single time see priceless cnn scoop antifa rallies weather stories creative cameraman job worst elaine would say guy sponge worthy come cnn hire guy creative consultant least,NOT
11557,11556.0, longer relevant bob shut great retirement,NOT
11558,11557.0, active membership antifa book looks like imperial flag japan,NOT
11559,11558.0, oh sucks OFFENSIVE,OFF
11560,11559.0, mean occasionally works arguing liberals centrists get give idea socialism authoritarianism problem conservatives long since given idea administrative measures ever right thing,NOT
11561,11560.0, aum rand really people hat ostensivly dislike definitely actively encourages vice also science kinda product skepticism makes sense,NOT
11562,11561.0, people poitician,NOT
11563,11562.0, either looking pray prey,NOT
11564,11563.0, ezra cockroach needs light shone,OFF
11565,11564.0, constitutional republic micheal greece years ago,NOT
11566,11565.0, thank never shying away beautiful smart real OFFENSIVE joyful showing OFFENSIVE woman boxes world puts legend ca wait see next goat,NOT
11567,11566.0, care many OFFENSIVE thought wonderful takes one young woman attacked therapy insinuate lying respected professor reason make,NOT
11568,11567.0, thank mama cookie long distance cousin treat well,NOT
11569,11568.0, since cant please call tell none fault bc honestly ppl r vicious rn hope okay,NOT
11570,11569.0, democrats done anything cover think solution ya want OFFENSIVE control OFFENSIVE control free medical free ed quit tripping,OFF
11571,11570.0, uses common sense,NOT
11572,11571.0, evidence manafort substantial beyond reasonable doubt counts found guilty court spin useless system works manafort problems verdicts appeal,NOT
11573,11572.0, hplyk OFFENSIVE,OFF
11574,11573.0, like one ever crossed floor liberals hypocrite,NOT
11575,11574.0, poor baby entire network trusted people still watching cnn brainwashed liberals demonrats,OFF
11576,11575.0, maxine cracked OFFENSIVE run town OFFENSIVE joke also,OFF
11577,11576.0, ikr like biggest fanboy,NOT
11578,11577.0, kept scj seat open year merrick garland fair push kavanaugh thru unpopular nominee ever OFFENSIVE people deserve better woman deserves better,OFF
11579,11578.0, typical response liberals making strong statement thats hard argue bot great debate OFFENSIVE maga,NOT
11580,11579.0, sorry son sure would want hateful going question support trump reasons fine think jumping hate bandwagon though observation,NOT
11581,11580.0, school us harm distraction school learn,NOT
11582,11581.0, kerry thinx bcuz anti leftist narrative bin spread heard everyone washington qualifies fact thats facts work u OFFENSIVE leftist thats called intentional smear spread create lie use talking point desperate dems,NOT
11583,11582.0, shop breaking fortniteandroid kungfu fantasy movies trump maga tech texas trending sundaymotivation maga gop gameofthrones beard men news breaking kungfu shop shoponline txsen texas,NOT
11584,11583.0, jail,NOT
11585,11584.0, paul george,NOT
11586,11585.0, holy OFFENSIVE love,OFF
11587,11586.0, ha really ca see hypocrisy antifa obvious OFFENSIVE cool aid,OFF
11588,11587.0, wish OFFENSIVE OFFENSIVE would show antifa rally,NOT
11589,11588.0, oh july like amp years ago difference maker idea please share thoughts serial woman abuser amp antifa lover,NOT
11590,11589.0, british biased corporation news blatantly backing conservatives news,NOT
11591,11590.0, care going prison prison regardless,OFF
11592,11591.0, free speech alive well since social media platforms run strict dictatorship opinions libtards,OFF
11593,11592.0, eea migration boosts productivity innovation impact training OFFENSIVE born another lie nailed,NOT
11594,11593.0, bodyshaming good see feminists liberals issue bodyshaming long directed towards man,NOT
11595,11594.0, think could less respect whoever,NOT
11596,11595.0, wonder OFFENSIVE traffic victims,OFF
11597,11596.0, sheesh conservatives quit behind obnoxious,NOT
11598,11597.0, came video man discusted greg seriously taking advantage sons fame f k greg,NOT
11599,11598.0, cares great deal perceived number people OFFENSIVE largely irrelevant long look bad sure blaming democrats fits trump amorality lack empathy inability take responsibility fits,OFF
11600,11599.0, house known sadim touch reverse midas everything turns ratshit,NOT
11601,11600.0, welcome bring court case seychelles,NOT
11602,11601.0, guy OFFENSIVE son,NOT
11603,11602.0, culturally appropiated latino nick name latinosfortrump,NOT
11604,11603.0, miss head total lack OFFENSIVE control,OFF
11605,11604.0, someone nice happy hour asking probing questions pub citizen make sure troll say antifa something,OFF
11606,11605.0, omg sorry u go would worth love u austin ell lets forget new baby guys good people keep best keep inspiring ace family members love u guys,NOT
11607,11606.0, OFFENSIVE OFFENSIVE low except democrat controlled cities w strict OFFENSIVE control policies OFFENSIVE armed citizens,NOT
11608,11607.0, liberals sure delusional lot ha,NOT
11609,11608.0, get must liberals left california texas jobs trying make texas like california poor natives,NOT
11610,11609.0,,NOT
11611,11610.0, nothing ad OFFENSIVE control gonna keep nd amendment rights fred,NOT
11612,11611.0, slamming book shut carefully balances chair armrest well forgiven flick wrist motions lift head stand vei aran xilhatarra first argentborn sought,NOT
11613,11612.0, would great see scene,NOT
11614,11613.0, super storm sandy hit north east agree though people bad idea east coast pretty cool north east gets seasons least get rain summer,NOT
11615,11614.0, instead making talking points culture responsibility start taking responsibility apologizing cincinnati blocking common sense OFFENSIVE control measures year dogwhistle tweet smearing,NOT
11616,11615.0, always knew biden obama felt conservatives shocking easily admit wonder hatred OFFENSIVE left,OFF
11617,11616.0, get majority liberals show pic curious well said must say enjoyed bickering back forth real nice day,NOT
11618,11617.0, worries antifa invites poses pics known neonazis smdh,OFF
11619,11618.0,,NOT
11620,11619.0, islamism amp left including marxists progressives socialists amp w shock troop brownshirts antifa trying subvert constitutional usarepublic,NOT
11621,11620.0, cam always finds way get job done whether throws yards yards good franchise qb made chicken salad chicken OFFENSIVE numerous occasions,NOT
11622,11621.0, get OFFENSIVE together,OFF
11623,11622.0, relevant showing OFFENSIVE control laws work number deaths via mass OFFENSIVE went us OFFENSIVE weapons ban,NOT
11624,11623.0, c also wearing OFFENSIVE leggings boots attire later shown outfit route enebot,NOT
11625,11624.0, fact OFFENSIVE crosses floor indicates cpc platform palatable leftists true conservatives thanks OFFENSIVE maxime bernier,NOT
11626,11625.0, makes zero sense conflating biogenic non biogenic emission sources,NOT
11627,11626.0, convaluted theory nixon deep throat,NOT
11628,11627.0, star tv,OFF
11629,11628.0, symbol pedos confirmed fbi,NOT
11630,11629.0, china theft ip billion economic value stop maga,NOT
11631,11630.0, OFFENSIVE put gas chamber joke liberals,NOT
11632,11631.0, wrong time shut mouth remember sent tweets know getting tweets return,NOT
11633,11632.0, politicslive since coalition everyone knows vote government neveragain,NOT
11634,11633.0, really bad glove always turned wrong way possible major league catcher,NOT
11635,11634.0, aa mr bean crawl back rock,OFF
11636,11635.0,,NOT
11637,11636.0, lot democrats liberals even criticizing giving hug asked,NOT
11638,11637.0, hiya OFFENSIVE p bolna OFFENSIVE,OFF
11639,11638.0, though,NOT
11640,11639.0, already enough reasons watch,NOT
11641,11640.0, somehow thought harambe gone big ten led silverback book tour wonders never cease,NOT
