,text,label
9465,steroids pills mixed alcohol little bit big nightmare bad dream right anti suicide laws gun control license gun please walks cop station,OFF
9466,endorses felons ah yes felons likely shit reminds bernie said chicago different vermont regards gun control needed,OFF
9467,lady grade idiot complete total liar called bullshit anyone half brain knows spewing crap,OFF
9468,joke cause funny af,NOT
9469,beto gun control texas hunt liberal like picante sauce new jersey remember alamo keep texas red,OFF
9470,ford liar amp ultra left wing radical working george soros amp others antifa amp dem party known along,OFF
9471,followed patriots already following pls follow back thanks great list trumpsters maga patriotsunite,NOT
9472,cancer though suspended like years late practice able play blame cutting suck anyways,OFF
9473,make sure another one march one gets laughed ok think ahead liberals back female,NOT
9474,matthew lefty genius go live syria assad much nicer guy trump u like lots human rights racism sexism tell us u get,OFF
9475,friggen crook,OFF
9476,democrats want open border gun control,NOT
9477,people actually watch emmys low intellect liberals crackheads,NOT
9478,conservatives never cared women minorities,NOT
9479,try want attention released fisa documents,NOT
9480,liberals know deep oppressive misogynistic better racist islamophobe according liberals dare speak low standard debate topics like,OFF
9481,antifa lords work antifaschismuswirkt,NOT
9482,think get picture one,NOT
9483,hole sad,OFF
9484,noticed blonde fits conservative mold know conservatives obsessed blonde hair internet addiction,NOT
9485,police pay rise crisisinpolicing policingincollapse tories amp theresamay hatred police lbc,NOT
9486,ooooh beautiful,NOT
9487,ones building hate division right dems enforcers antifa naxine watters,NOT
9488,win shot rotary polish flare launcher rga maga molonlabe nra firearms,NOT
9489,bet sweet bippy thank u,NOT
9490,love liberals troll ann coulter,NOT
9491,omg cute video gif come,NOT
9492,far pretentious little try hard housemate year cringeworthy bbuk,OFF
9493,google give beijing every americans phone number kidding right maga,NOT
9494,antifa son keeping trap shut,NOT
9495,lmao,NOT
9496,know allegations record brett kavanagh one week ago democrats thought sure democrat nominee someone past come forward hope liberals happy bringing lowering us,NOT
9497,would thank accepted sunblock wife offers p,NOT
9498,people support gun control important care humans life,NOT
9499,couch,NOT
9500,bitch better serve,OFF
9501,kerry,NOT
9502,goth u mind u vet currently stuck done powerful gear,NOT
9503,tried remember joke lobe conservatives like inept,OFF
9504,ay ur flies open pic,NOT
9505,hotel guests killed corpus christi mm ruger p nra calls gun control research unethical,OFF
9506,crooked,NOT
9507,combined iq,NOT
9508,says uk diagnose cancer early enough hopes trials special diagnostic centres help future nhs,NOT
9509,get sentence without laughing challenge,NOT
9510,become angels best,NOT
9511,drop rn procrastinate,NOT
9512,walking talking lie,OFF
9513,come nicco excuses fight shev twice already hrs fight ca make weight champ heck tv show champ best,NOT
9514,racist serenas outburst pure hate worst seen tennis,NOT
9515,know often gone without telling goes shrugs shoulder go girlfriend,NOT
9516,ever notice liberals kick road power last years,NOT
9517,yogi bear nick amp nickelodeon foodnetwork hgtv ancient aliens hallmark channel next channel surpass cnn ratings espn,NOT
9518,get lol better wake look around liberals want anarchy laws keep giving away hard earned money people refuse work sit back big gated houses lily white world forget,NOT
9519,stop saying shit going shrio fight depression ca let take half life hiding emotions everyone thought happy deep wanted end let depression beat kept fighting,OFF
9520,crush antifa,NOT
9521,cheat win cost new motto maga amp shit,NOT
9522,natural selection finest,NOT
9523,guys really cue maga mkultra,NOT
9524,really president hands comes catastrophes see time obama bush never sorry dems lose,NOT
9525,winforus antonio maga,NOT
9526,stands pedophiles soul stands people harmed life say man god glad day held accountable needs removed never enter catholic church church swamp cleaned,NOT
9527,antifa modern day kkk funded demarat party,NOT
9528,worked fired comments view inconsistent damn place,OFF
9529,energy independence bi product donald trump relentless pursuit maga,NOT
9530,obama claims robust economy belongs pelosi blames bad economy trump dem dolts schizo,OFF
9531,orin hatch born years old completely touch around see accountable actions need term limits,NOT
9532,lois c k issue asking inappropriate questions put category racists people assault others sexually seems bit top case remember used use law decide persons guilt punishment,NOT
9533,followed patriots please follow back maga,NOT
9534,collab makes minecraft fortnite videos really nice fun try,NOT
9535,mention jim seriously medical condition sjw tactic take sargon seriously become antifa,NOT
9536,still thinks matters,OFF
9537,films bale got sucky went along saying batman begins better dark knight dark knight rises comment makes sense therefore invalid,NOT
9538,fascist pig go report shitty twitter removed,OFF
9539,gorgeous,NOT
9540,think remaining pure sweet thing,NOT
9541,think get violent antifa already agree get worse need learn self defense get concealed carry approved w insurance,NOT
9542,ur saying fact chicken shit eating chicken shit,OFF
9543,blame inciting violence held accountable despicable disgrace,OFF
9544,sister g ville says going text,NOT
9545,,NOT
9546,liberals lies,OFF
9547,police state tyrant liberals love word dangerous gaslighting sheep,OFF
9548,dd,NOT
9549,obama remembered man destroy libya imagine mi cia give blm antifa guns wages war vs trump control msm say trump use chemical weapon legalize coup blood obama hand,OFF
9550,apologize inferred calling antifa qualifying one many reasons owning arsenal,NOT
9551,think black thank god police behaved professionally scary,OFF
9552,arms regulated law regulations aimed near universal armament training contemporary military grade design arms personally owned possessed amp kept home people constitutional gun control,NOT
9553,lmao world league viewership compared league legends overwatch cs go main issues format shit game console need fix one console could turned advantage uf u capture attention joe shmo,OFF
9554,past sell date,NOT
9555,weasels smiling,NOT
9556,ad jacobite rising bonnie prince charlie,NOT
9557,lol every gf ein track whole ass album pahh,OFF
9558,high school students murdered texas mm taurus semiautomatic nra calls gun control research unethical,NOT
9559,somehow doubt statistic made head,OFF
9560,fuck dare choose granth haha sure looking publicity bible kuran whatever intention done drama may want start business requires public intention,OFF
9561,revelations liberals,NOT
9562,framers constitution primarily white anglo saxon men might tell us modern day anti federalists antifa movement extremes might go,NOT
9563,ngl looks good pineapple pissing offf,NOT
9564,since republic maga,NOT
9565,made gun control shift well check talking points last cycle,OFF
9566,timesuptwitter pro life organization president slams twitter bias newsmax via,NOT
9567,,NOT
9568,guess robber know nyc gun control laws,OFF
9569,pelosi speaker mentally impaired,NOT
9570,levi straussdoublesdown gun control push,NOT
9571,morals mean like aborting infant falsely accusing people antifa violence censoring free speech campuses looting lying fill deep state morals,OFF
9572,google twitter monopolies need broken government,NOT
9573,absolutely liberals upside,NOT
9574,right,NOT
9575,high,NOT
9576,agree prefer gun control gun safety shifts debate lane prefer give inch,NOT
9577,dead um irrelevant amp murdered,OFF
9578,wasnt abused lying,NOT
9579,fascist always control media,OFF
9580,party violent liberal antifa kkk hoods beating strangers know nothing stopped long time ago amp quit funding trouble believing anything say actually care causes,NOT
9581,holy shit prophet,NOT
9582,mean years recall relatively recent local gun control laws overturned congress misremembering,NOT
9583,useless tit hog saying,OFF
9584,funny conservatives consider facts,NOT
9585,still better spanish fucking boring teacher grades us based sexually active,OFF
9586,people particular leaning implies specific effort conservatives seen actual evidence presidential tweets cherry picking tweets count,NOT
9587,put much thought antifa goons ripping downtown seattle apart every holiday,OFF
9588,good people criminals good people armed criminals stand chance usa cities highest violent crime rates strictest gun control swiss armed trained violent crime rare,OFF
9589,deplorable understatement supporters even word time end end impeach imprison execute even harshest penalty imaginable animal deserves,NOT
9590,per friends correctional officers corcoran state prison yes,NOT
9591,really well hold let go comment girls photo boobs hangin,OFF
9592,tcot maga complacency kills vote november,OFF
9593,trump making america great via,NOT
9594,yee yee,NOT
9595,judge guy need come say lovers since high school would really fuck liberals,OFF
9596,trump understand job trump go successful obama entire admin corrupt,OFF
9597,junior accomplished charming week senior admonishment pc conclusion correct today need people beyond wheels justice grinding small typical w distortion allowed bite cherry,NOT
9598,farther maybe study english quit playing journalistic limelight,NOT
9599,antifa gets stay twitter proud boys banned life fair victim,NOT
9600,sareena wrong behave like racist truth want children watching behavior,OFF
9601,except comes tyrone woodley lol ate words eh dan mins great till woodley great happened bud fucking expert stfu dan hardy,OFF
9602,sweetest swear,NOT
9603,would buy book written total classless porn star tell democrats liberals,OFF
9604,maga something fishy kavanaugh supreme court material morally insufficient,NOT
9605,hypocritical stance,OFF
9606,lucky hiding constituents hull lesser known part rossendale darwen,NOT
9607,sad fucking angry angry gop embracing fascism grandfather antifa following footsteps friends die vain nothing,OFF
9608,motherfuckers,OFF
9609,amazing fill days light ever change love irish fan,NOT
9610,like saying adhere krishna says muslim religions also atheism lack beliefs simple know person thinks based doings non doings,NOT
9611,dare say better nyjer,NOT
9612,dan rather supplied unimpeachable documentation waiting snopes verify,NOT
9613,dumb,NOT
9614,omg fuckin kind beauty tt,OFF
9615,maybe thinks,NOT
9616,another sheep led slaughter left eating,OFF
9617,liberals,NOT
9618,probably worth noting vast majority privileged voters nauseated overwhelmingly seattle liberals guess pure enough,NOT
9619,need come amp say headed deal october must call general election people vote need people want deal vote think people vote,NOT
9620,think going sen feinstein really cared would sat issue made political using like democratic power seekers careful sell soul,OFF
9621,moving appreciate everyone,NOT
9622,black lives matter antifa,NOT
9623,lol anglo saxons melting pot ethnicities,NOT
9624,let us return bouncer school,NOT
9625,worst,OFF
9626,dropped post suspension back good graces,NOT
9627,jealous would love work white house fine people hell would dust window part fabulous time team god bless maga,NOT
9628,japan pm common sense amp foresight pander muslims like may tory political suicide g e ex tory,OFF
9629,searching mans home one shot cares little weed red herring,NOT
9630,follow maga patriots got new ones,NOT
9631,respect sticking wife let forget running around screaming maga amp said slavery sounds like option,OFF
9632,cares,NOT
9633,democrats continue attack amp smear conservatives latest victim brett kavanaugh tactic right saul alinsky playbook fall confirmkavanaughnow,NOT
9634,patrick ass,OFF
9635,ik never liar,OFF
9636,hi would come england time life want disappointed give orgasim like nothing gotten probably past life make piss many times like interested call inbox whatsapp,OFF
9637,sixty year old man fine,NOT
9638,cannot contain unwelcome school without escort hall pass well behind opponent election campaign ca work well play well others time change district,OFF
9639,unintentionally u fukin pedo,OFF
9640,clear trump president hillary still ca accept bad ause years maga,OFF
9641,soooo much better big zero losers,OFF
9642,criminal world democrats amp liberals exactly works,OFF
9643,hey sickholder dirty filthy greasy cheesy negarrrr contempt congress open mouth extremely stink,OFF
9644,levi strauss takes stand gun control continuous news missoula amp western montana,NOT
9645,beautiful,NOT
9646,need elitist government trump maga,NOT
9647,credibility lives million mansion associates antifa would stab back anyway,NOT
9648,wow guys beat dead horse look good nra done failure broward right antifa fancy,NOT
9649,wondering going keep leaves,NOT
9650,reckon upset wacky wednesdays boys told absolutely going mad monday time,OFF
9651,limousine liberals,NOT
9652,omg idea wtf saying like pink sheet stock keeps reverse splitting eventually worthless everyone hey may keep dreaming need dreams,OFF
9653,magic wand know,NOT
9654,maga stand attorney got arrested,NOT
9655,please tell streamed somehow going absolutely wipe floor totally actual human ted cruz,OFF
9656,fbi doj lawless many guilty pleas cooperation sure strange trumps campaign going first ball flames yet conservatives still fail admit unprecedented level corruption gop make needed corrections sad,NOT
9657,get away lying toxic people,OFF
9658,justified using violence instigating use similar justification say hate americas wish violate rights end antifa ideology end people trying violate rights destroy country,NOT
9659,cited constitution good enough,NOT
9660,true constant talk left common sense gun control every time yet one valid proposal,OFF
9661,biggest corrupt lying piece ever,OFF
9662,bet thinks liberals abused told op ed photo shoot,NOT
9663,george soros antifa people,NOT
9664,fuck wrong,OFF
9665,saying eat dogs correlation bts automatically relating asians dog eaters know bts eat dogs comment obviously meant convey hate,NOT
9666,hey bee itch indicted go gitmo,OFF
9667,ironic part tweet model gif teased darkskin model natural c hair,NOT
9668,terrible person,OFF
9669,needs courts clairvoyant liberals,NOT
9670,gutierrez corrupt unions,OFF
9671,cares thiswacko news,NOT
9672,maga oh fvkk judge kavanaugh ambitious old muttafuttah like gd senate past millenium,OFF
9673,maga retweet deleted tweet let let know,NOT
9674,hands best principal ever lt stay safe hurricane ily,NOT
9675,yep produce article shut liberals,OFF
9676,need relocate,NOT
9677,accurate numbers damned eh let pretend hard working entrepreneurial tax paying canadian conservatives gullible trump base sure mind intelligence insulted,NOT
9678,binged watch seasons days need seen show missing fantastic cowboywayal faithcattleco godfirst loveurfamily bubba cody booger,NOT
9679,someone similar pm want talk jrm face face btw,NOT
9680,besides leftist celebrity never use death threats least good conservatives like,NOT
9681,forget deletion social media doubt anti trump pro antifa one asking cannot fix year day genuinely gullible one beer somehow ended bedroom implausible,OFF
9682,everything crisis conservatives real crisis noticed complete destruction conservative party,OFF
9683,hope ask deep state swamp creatures undermining president agendas latest video,NOT
9684,would surprised even tomorrow,NOT
9685,wonder donald jr next,NOT
9686,wow best ppl connecting maga kag thanks xoxo,NOT
9687,said could speak public amp heard stop spreading lies course u liberals think u ruin life evidence,OFF
9688,get point sure many years different districts total teams district still meet semis old district format fact district runner football title year ago,NOT
9689,wait robots,NOT
9690,going save liberals work go ahead put misogyny racist jail retweet gem,NOT
9691,calls wil knew old,NOT
9692,women vile example far left lunacy using alinsky rules radicals handbook matter u lie steal use violence etc u must destroy conservatives lack character amp moral code,OFF
9693,two nutcases obviously,OFF
9694,xd well suffering goes terrible shit sees ends making pretty insane think already seen certain things posted xd hey least insane bad guys,OFF
9695,gee double standard left call heroes,NOT
9696,bad bytches prolly got fucked attitudes oughta ya looks carry far,NOT
9697,kid,NOT
9698,made position clear principal clearly used dealing young adults son mentally would ask check sending msg think likeness dart board staff lounge,NOT
9699,yay look liberals complaining yet,NOT
9700,consider gang squad units consider controlling dope epidemic consider lot things loosing left would disagree scream gun control,OFF
9701,thing liberals guns spend life savings,NOT
9702,cities total people attending,NOT
9703,antifa always igniting fighting violence right therefore blm mostly peaceful kidding research geez,NOT
9704,robertsrooms supporting open border candidate austin petersen sells maga payoffs,NOT
9705,change fact muslim linda sarsour deliberately sows hate division fraud pretends support women rights protest islam discrimination women,OFF
9706,scottish running excuses lies justify position,NOT
9707,amazing genius,NOT
9708,stripping americans citizenship attacking poor well home births affordable little niece born home unplanned drama th generation proven native going challenge citizenship,NOT
9709,sidenote categorize ppl left far left antifa thugs etc far condone effort perpetuate behavior,NOT
9710,said gun safety laws funny mean gun control agenda staffers must editing shit days kudos minions,NOT
9711,fake news,OFF
9712,omggggggg everything,NOT
9713,,NOT
9714,fully cant remember hes always gettimg shit like never stops causing government based chaos wish would calm,OFF
9715,maybe,NOT
9716,beautiful,NOT
9717,saying become another victim clinton,OFF
9718,fake news,OFF
9719,idiot maga,OFF
9720,rofl real data argument make flip say oh anti trump flunkie quit retarded fyi gun control work england banned firearms violent crime stats skyrocketed criminals benefit gun control,NOT
9721,vetsresistsquadron bullshit girl scout veterans never met veterans served anyone gun control advocate,NOT
9722,hateful cover anything except trump remember wolf anderson actually decent journalists,NOT
9723,kavanaughconfirmationhearings crazy dick durbin using confirmation hearings try push gun control using hearing make speeches push agenda whole thing circus democrats pushing agenda vowing vote confirmation,OFF
9724,sure thought free nothing wrong,NOT
9725,yeah antifa americans still advocate ideology destroy great country makes traitors treated,NOT
9726,typical liberals principled comes money,NOT
9727,tom bought interested tom constituents,NOT
9728,deal samrat family think save case know samrat attract girls teju geetha complaint came taking care sad wife kaushalarmy biggbosstelugu,NOT
9729,time gunsense crowd started calling police disarmed gun control exceptions police least logically consistent quest criminals ones guns,NOT
9730,seriously best,NOT
9731,typical sore loser always piece shit,OFF
9732,welcome britain,NOT
9733,hits home run antifa kkk white supremacy left leftists claim facts aggressive walkaway q qanon qarmy votered,NOT
9734,got antifa stories share interested,NOT
9735,freaking serious lives lost trillion dollars recover rebuild continued threats fear disgrace journalism moron,OFF
9736,democrat,NOT
9737,thank conscience actions,NOT
9738,antifa promote hared based race black lives mater hate group prime example splc trust worthy,NOT
9739,matter candidate woman man thought everything liberals believe contradicts beliefs,NOT
9740,metal people already found kavanaugh guilty amp accuser want testify even backed liberal lawyers nothing liberal delay tactic even feinstein believes accusation true liberals love destroy people lives,NOT
9741,goes ways agree bitching red x,NOT
9742,mames,NOT
9743,dear liberal fakenewsmedia gesture call white power gesture actually normal people call ok gesture realize fun make believe white power name yeah means ok ok walkaway maga,OFF
9744,article clay travis politics sports old antifa like rant,NOT
9745,republicans gun control deaths participate success trump economy,NOT
9746,never seen anyone talk like twitter seen really messed shit,OFF
9747,absolutely right fool,OFF
9748,students voices melania husband want shut students like trying help country gun control,NOT
9749,clearly bc cheerleader smaller girl whooped ass slammed ground everything,OFF
9750,everyone said jihoons new hair cut ugly wrong,OFF
9751,rbg next wait hateful intolerant racists left win rbg next maga,OFF
9752,coming one corrupt ag,OFF
9753,notunderstandmetaphors,NOT
9754,wise time capitulate liberal demands example allowing days kavanaugh hearings offering fake accuser opportunity testify oath smart politically liberals demanded grassley said hell,NOT
9755,cutest baby ever seen,NOT
9756,funny thats exactly describe notmypope,NOT
9757,back hole look like holland tunnel gets male prison,OFF
9758,stay well clear unhinged,OFF
9759,coming italy,NOT
9760,plus know likes kiss singing judge,NOT
9761,horrible,OFF
9762,ca blame antifa time right wing nuts trumpers,NOT
9763,made show successful relevant remember saying brought show states mind epitome voice none shade delete,NOT
9764,yeah probably views groups like antifa eff moderates people farm murders labeled extreme people singing songs actually killing farmers crazy times live,OFF
9765,dreaming,NOT
9766,sure fan yet know definitely suck hahaha,OFF
9767,surprised someone promotes antifa violence public suddenly accused violence domestic violence etc,NOT
9768,smart ass way,OFF
9769,conservatives,NOT
9770,another reason vile,OFF
9771,imagine stupid,OFF
9772,literally literally crazy person,OFF
9773,drug test tennis shes serious hormones testosterone,OFF
9774,wow antifa turning,NOT
9775,one king,NOT
9776,bunch overpaid liberals whining horrible everything get together nfl players try getting real job zero interest giving friends pointless awards,OFF
9777,crazy thing people naming big pac greats forgetting true underground rap legends like l still play shit,OFF
9778,pretty sure maga supporters new found wealth assume referring fellow billionaires gave huge tax break,OFF
9779,shit staged dude even hit,OFF
9780,hmmm nfl tv today even search watched tennis amp baseball one kneeled watching next week either,NOT
9781,rescue conservatives demons two three notorious serial abusers women last years hint gop ever face consequences,OFF
9782,know laugh really believe media picking getting shit together shit would,OFF
9783,boy hollywood sure like look like fools time wait find big hoax manufactured liberals think apologize kavanaugh way,OFF
9784,retweet times,NOT
9785,trying make point many people hate liberal ndp party conservatives conservatives care money ruin environment discriminate others money,NOT
9786,please show post said thing conservatives targeted antifa leftist friends hypocrite,OFF
9787,ironicnews conservatives complain liberals go pantsonfire trumppocalypse mad obama something said,NOT
9788,horrific adam look way conservatives endorsement orban waved source national shame norm,NOT
9789,haha trump still winning fun watch liberals literally go insane,OFF
9790,said thrilled part ownership group,NOT
9791,good candy good,NOT
9792,seems hannity client bunny bar bunny ranch years allegedly recruits fox talent guest speakers,NOT
9793,piece garbage ca believe hatred bitches view trump abc let spew garbage daily basis disgusting boycott view boycott abc amp damn proud,OFF
9794,shithouse,OFF
9795,man hope say playing saturday,NOT
9796,never understand anti antifa sentiment alternative opposed fascism fighting fascists akin racist violence kkk making death threats woman come forward regarding abuse,NOT
9797,listening well thought arguments gun control would like respond key points counter argument like gasses,OFF
9798,support potus please help retweeting following voting long live usa maga,NOT
9799,million health care gun control msd students food hungry wait get ostrich jacket gop time yet,NOT
9800,always allege poor girl tenacity efforts win position future congresswoman win,NOT
9801,live big dick part cause gay,OFF
9802,worst person,OFF
9803,evil,NOT
9804,liberals state believe woman democrat state believe kavanaugh man shut probably believe oj,OFF
9805,trump gifted goptaxscam biggest wealth grab modern history yet trump supporter dopes prefer vote best interests perhaps cannot fix stupid maga,OFF
9806,take picture destroyed one time favorite comedian actors,NOT
9807,blatant abuse metoo really disturbing good reason automatically place guilty stamp someone unfounded allegations importantly unfairly strips credibility women actually suffered demand real justice bullshit maga,NOT
9808,spelled big dick wrong,OFF
9809,welcome back parliament federal liberals violated fundraising rules cdnpoli ethics,NOT
9810,happy belated birthday sexy man,NOT
9811,idea republicans nazi racists till trump got elected imagine surprise native american took hard finding racist despondent went around punching antifa work depression,OFF
9812,eric maybe jail,NOT
9813,cnn fake news,OFF
9814,q firerosenstein lisapage peterstrzok maga lockherup qanon qclearancepatriot qclearance americafirst u uraniumone lockherupalready uraniumonedeal,NOT
9815,gawdfather fuxnews,NOT
9816,genuinely cool dude,NOT
9817,woman beat huh,NOT
9818,fake fraud democrat activist plant tool try derail process later drum votes democrats claiming conservatives care victims democrats cared would cheapen real victims fakes,OFF
9819,right comes question use fame localities struggles survival,NOT
9820,doin g patriotic mean basically saying political act nominee like waited come forward would cause max damage saying lying saying crazy,NOT
9821,antifa gang,NOT
9822,poor rager shamer sad,OFF
9823,tried obama gpsent millions iran traced terrorists unbelievable,NOT
9824,think right behind trump,NOT
9825,well dumped,NOT
9826,becoming woman,NOT
9827,start shooting blue thugs going shit saying thats died cuz fucking infuriating wtf matter pot home home guilty one,OFF
9828,dick durbin gonna happen blame shitcago,OFF
9829,clothed strength dignity laughs without fear future proverbs,NOT
9830,ib ass watch speak name,OFF
9831,warriors coach fundraising gun control brady pac,NOT
9832,lmao shitty quality mind either lowlands one sounds better,OFF
9833,,NOT
9834,looked record since getting law degree see absolutely nothing meritorious significant one least accomplished individuals reviewed think done worth noting anything,NOT
9835,iwillnotsubmit accuser leftist liberals demonrats plantations mind control agenda globalist puppet metoo movement hollyweird snowflakes pedowood scum,OFF
9836,need see doctor man,NOT
9837,lost soul follow party line also believe sold soul lousy pieces silver guidance horrible mother,OFF
9838,peter strzok lisa page jail traitors united states people us two tiered system lawbreakers lockthemallup deepstate draintheswamp maga walkaway impeachjeffsessions doj,OFF
9839,merged antifa,NOT
9840,refuses release thousands documents whataretheyhiding consistent decisions women rights civil rights gun control immigration health care financial problems paid debt would anyone vote confirm,NOT
9841,tory country first meant rest still suffer austerity caused rich banks parasitic tories always amp always evil party,NOT
9842,disrespect make real sacrifices defend freedom appalling punk,OFF
9843,want want clearheaded eyebrows rose question challenge waiting response,NOT
9844,gun control advocacy contrary single important natural right enshrined protected constitution attempt circumvent freedom radical see simple even invent nonsense words,NOT
9845,never get enough antifa even know library think relax,NOT
9846,hope ok man,NOT
9847,conservatives love matter stupid makes us look yee haw,OFF
9848,cause sweet lil nigga,OFF
9849,guncontrol gun control chalenge truly belive gun control chalenge learn understand gun control take conceal carry course spend enough time certified gun range familerize firearms learn gun control truly,NOT
9850,disgusting,OFF
9851,young lady room two boys blackmail brettkavanaughhighschoolconfessions confirmjudgekavanaugh confirmjudgekavanaugh boycotttheview boycottnfl boycottnike maga,NOT
9852,blame rush feinstein sat two months party drove timeline purpose live w hope someday someone accuses something watch entire life work disappear person w family remember,NOT
9853,think say write intelligent commentary hosts msnbc fake liberals big corporate blind spots,OFF
9854,think knows lose lose proposition matter kind like referee dog fight reserve judgement monday definitely see coming maga kag kavanaughconfirmation,NOT
9855,ever going listen different song turns volume,NOT
9856,unless knee,NOT
9857,nah okay lol going watch block new season,NOT
9858,trump pense merch made china usa maga votethemout trumpsarmy,OFF
9859,liberals rule liberal man accused sexual assault rape viciously attack accuser keith ellison bill clinton rule republican man accused viciously attack man praise accuser,NOT
9860,faith going win last battle sparking instant transmission goku god legends telling outstanding,NOT
9861,wasting money dims read books conservatives read smut,NOT
9862,thank tweet give call,NOT
9863,poor,NOT
9864,hope found best wishes family,NOT
9865,yay awesome maga reppowervote strengthened powerprayers red tsunami,NOT
9866,liberals accusing falsely kathua case hiding shithole right,OFF
9867,believe soros also main financier socialist organizations antifa protestors paid actors,NOT
9868,man really consider type gun control,NOT
9869,whore book published looney liberals run buy,OFF
9870,quebec election liberals promise money buy electric cars,NOT
9871,sounds like need cop everyone cut think got startled opened door short moment panic pulled gun shot horrible think made stay calm situations,NOT
9872,way conservatives look way approve sexual assault victim shame endorse political agenda hatred held accountable sign name held accountable lies,OFF
9873,probably gets paid say assurances wo called islamophobe pfffft fake word justin idiot destroying canada one refugee time,OFF
9874,sister brie perfect wife mom loves respect husband like always loves grab grind men,NOT
9875,convinced hell lot liberals type conservative could real conversation vice versa either would admit whack job commies scare shit everybody time started talking,OFF
9876,finish juice box get nap mats,NOT
9877,obviously antifa threatening force continue charade,OFF
9878,drunk rape fault drunk rape fault said one except crying liberals making stuff guys laughable,NOT
9879,oh dem candidates clearly stated policy proposals one involves rational gun control elected vacillate like trump done deceiving america,OFF
9880,conservative semantic argument stretch meant incite emotions inflated school shooting statistic people hear school shooting without reading meant think parkland begin predictable howls gun control someone,NOT
9881,forget,NOT
9882,scientific breakthrough origins discovered talklikeapirateday,NOT
9883,completely agree grew around guns plenty responsible gun owners fully support strict gun control laws absolutely one,NOT
9884,shooting stars pretty,NOT
9885,epitome low left goes sewers dont go low people walkaway,NOT
9886,doug ford way think carte blanche make whatever changes benefit personally satisfy need vengeance people toronto shame democracy,OFF
9887,antifa fill streets kavanaugh confirmed,NOT
9888,kavanaugh gun control raises residence dangerous dc area exposure gun violence bethesda like calling gangsta live beverly hills,OFF
9889,well closer lincoln,NOT
9890,turn loose see happens city people like gives democrats bad name risking entire population atlanta wonder citizens like see ballot box,OFF
9891,legislature rude mind control take pills relax fight councillors salary k ever fight salary get lost,NOT
9892,aaron barely last year episodes sent town weeks robert story whites,NOT
9893,liberals also probably need culturally aware trolls,OFF
9894,credibly accused antifa mob dog whistle heard cocked loaded,NOT
9895,good god woman shut liberals really believed would spoke day received letter,OFF
9896,sorry excuse rep hope district votes accordingly need go nose brown never clean,OFF
9897,lady nails brexit seems unleashed angry incivility unless moderate onenation stand amp fight sensible moderate brexit efta risk becoming hardbrexit party rejected moderates amp replaced corbyn,NOT
9898,doesnt bother always believe story father part,NOT
9899,perhaps gone,NOT
9900,selling pucker nationally,NOT
9901,like way antifa mad maxine,NOT
9902,figured r amp,NOT
9903,seemed like brainwashed,OFF
9904,patriot according left,NOT
9905,graham wrong side history,NOT
9906,jerk sarah sanders women trump cabinet including pam bondi ect oh yeah count democrats liberals hesanidiot,NOT
9907,knowmandni know verge education satochi data,NOT
9908,job guess lap dog bigwig broadcasting,OFF
9909,scary stuff see dedicated preventing people access resources crisis,OFF
9910,truth gun control anti,OFF
9911,yes democrats hate,OFF
9912,hot bro,OFF
9913,antifa democrats dixiecrats kkk,NOT
9914,blocked asses,OFF
9915,already betfair exchange sportbooks,NOT
9916,look ass keep moving,OFF
9917,bt ass malfunction,OFF
9918,scared loose yay,NOT
9919,jonathan haidt righteous mind required reading high school parts book elucidate exactly problem conservatives like shapiro contend think everyone thinks acts like believe making choices rationally principle,NOT
9920,burn nike gear everyone know done buying nike oops conservatives ones buying nike r ones making money way way us nike,NOT
9921,well said sorry geoff wrong absolutely comparison,NOT
9922,like people acting like antifa,NOT
9923,first person got sex animals,OFF
9924,yeah bought sumn tired morphe,NOT
9925,,NOT
9926,making crap dem know wants abolish ice believe rich people ones getting tax breaks bankrupt medicare total nonsense lie much trump,OFF
9927,would become issue choosen supreme court fact shows liberals,NOT
9928,dna testing thought obvious answer even want consider snowflakes would say border protection detained released child pedophile child trafficker take ed care,OFF
9929,libertarian weed smoking conservatives let women make choices hmmm sounds good almost modern take aging conservative party,NOT
9930,patty injury prone like,NOT
9931,threw mouth lockherup maga,OFF
9932,bono idiot,OFF
9933,bitchc im uwuing,OFF
9934,fact equate smoking reefer sexual assault tells everything need know maga bot types completely sea comes basic human decency like president,OFF
9935,gun control stop gun violence,OFF
9936,liberals kinky people,OFF
9937,mentally disturbed,OFF
9938,european liberals conservatives must stand together populism,NOT
9939,yes sat many public hearings including facebook ploy,NOT
9940,detective mean guess could work together,NOT
9941,someone say meth course,NOT
9942,gun control never sensible,OFF
9943,starred two movie drama tv series impossible notice strinkingly handsome looks lies beneath define conclusion english common working language asia regional cooperation development,NOT
9944,whatilearnedtoday liberals scum earth absolute treason,OFF
9945,thank lovely beautiful,NOT
9946,deliberately get rid minions problem solved give monkeys,NOT
9947,ones lose nra challenges reasonable gun control measures unconstitutional new laws parkland kids helped get passed fl,NOT
9948,liberals shout hang mouths open slack jaws,NOT
9949,top excuses liberals use losing desperate racism sexism russia guns rich vote democrats america need loser leaders whiners,OFF
9950,master twisting words meaning,NOT
9951,liberals know first thing right thing,OFF
9952,deception dirty tricks happened refused protocol stole scotus seat obama conservatives love fight dirty cry foul others call play hardball right back bunch pussies merrickgarland resist,OFF
9953,rethink stop censoring conservatives,NOT
